filename,judge_folder,case_no,case_type,date,hearing_date,petitioner,respondent,advocates_petitioner,advocates_respondent,aors,judges,bench_size,judgment_author,constitutional_refs,precedents,petition_text,sections,outcome,disposition_type,word_count,char_count,year,month,case_length_days,sections_list,case_duration_days
c.a._1032_2018.pdf,Justice Athar Minallah,CIVIL APPEAL NO.1032 OF 2018,Unknown,2018-03-27,2023-02-14,Karachi,Unknown,Unknown,Unknown,Unknown,"Justice Ayesha A. Malik
Mr. Justice Athar Minallah
CIVIL APPEAL NO.; Justice Umar Ata Bandial; Justice
Judge
Judge
Islamabad the",3.0,"Justice
Judge
Judge
Islamabad the",Unknown,PLD 1991 SC 870; PLD 1965 SC 472; PLD 1964 SC 113; PLD 1990 SC 68,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Umar Ata Bandial, HCJ Mrs. Justice Ayesha A. Malik Mr. Justice Athar Minallah CIVIL APPEAL NO.1032 OF 2018 (Against the judgment dated 27.03.2018 of the High Court of Sindh, Karachi passed in STRA No.737 of 2015) Commissioner Inland Revenue Zone-IV, Large Taxpayer Unit, Karachi … Appellant(s) Versus M/s Al-Abid Silk Mills Ltd. A-39, Manghopir Road, SITE, Karachi … Respondent(s) For the petitioner(s): Mrs. Asma Hamid, ASC For the respondent(s): Mr. Ghulam Rasool Mangi, ASC/AOR (via video-link, Karachi) Date of hearing: 14.02.2023","2,3,4,7,8,14,22,25,38,47,187",unknown,Unknown,2091.0,12330.0,2018.0,3.0,1785.0,"['2', '3', '4', '7', '8', '14', '22', '25', '38', '47', '187']",-1785.0
c.a._1080_2011.pdf,Justice Athar Minallah,CIVIL APPEAL NO.1080 OF 2011,Unknown,2011-04-28,2023-02-05,"Qasim, Karachi",Ms Mia Corporation Pvt Ltd Islamabad,Unknown,"Mr. Farhat Nawaz Lodhi, ASC",Unknown,"JUSTICE AYESHA A. MALIK
MR. JUSTICE ATHAR MINALLAH
CMA No.; Justice
Judge
Judge
Islamabad the; JUSTICE UMAR ATA BANDIAL",3.0,JUSTICE UMAR ATA BANDIAL,Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: MR. JUSTICE UMAR ATA BANDIAL, HCJ MRS. JUSTICE AYESHA A. MALIK MR. JUSTICE ATHAR MINALLAH CMA No.819 of 2019 AND CIVIL APPEAL NO.1080 OF 2011 (Against the judgment dated 28.04.2011 of the High Court of Sindh, Karachi passed in Special Custom Reference Application No.3 of 2010) Collector of Customs Port Muhammad Bin Qasim, Karachi …Appellant(s) Versus M/s Mia Corporation (Pvt.) Ltd. Islamabad …Respondent(s) For the appellant (s): Raja M. Iqbal, ASC For the respondent: Mr. Farhat Nawaz Lodhi, ASC Date of hearing: 02.05.2023 ORDER ATHAR MINALLAH, J.- The Collector of Customs, Model","2,4,5,18,32,79,80,81,196",allowed,Allowed,1656.0,10084.0,2011.0,4.0,4301.0,"['2', '4', '5', '18', '32', '79', '80', '81', '196']",-4301.0
c.a._23_2017.pdf,Justice Athar Minallah,CIVIL APPEAL NOS.23 and 24 OF 2017,Unknown,2016-02-05,2022-08-12,Unknown,Abid Hussain And,Unknown,Unknown,Unknown,"Justice Ayesha A. Malik
Mr. Justice Athar Minallah
CIVIL APPEAL NOS.; Justice Umar Ata Bandial; Justice
Judge
Judge
Islamabad the",3.0,"Justice
Judge
Judge
Islamabad the",Article 199,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Umar Ata Bandial, HCJ Mrs. Justice Ayesha A. Malik Mr. Justice Athar Minallah CIVIL APPEAL NOS.23 and 24 OF 2017 (Against the judgment dated 02.05.2016 of the Islamabad High Court, Islamabad passed in Intra Court Appeal No.13 of 2014) Director General Central Directorate of Savings. & others … (In CA 23/17) Chairman, Federal Board of Revenue Islamabad. … (In CA 24/17) Appellants Versus Abid Hussain and others … Respondents (In both cases) For the appellants: Mr. Rashdeen Nawaz Qasuri, Addl.Attorney General (In CA 23/17)","1,2,4,6,23,151,170,199",unknown,Unknown,969.0,6002.0,2016.0,2.0,2380.0,"['1', '2', '4', '6', '23', '151', '170', '199']",-2380.0
c.a._333_2024_mv.pdf,Justice Athar Minallah,Civil Appeal No. 333 of 2024 etc. 2,Civil,2024-09-07,,Unknown,Election Commission Of Pakistan Through Its,Unknown,Unknown,No Mr Amir Javed,"Justice Syed Mansoor Ali Shah
Justice Munib Akhtar
Justice Yahya Afridi
Justice Amin; Justice Qazi Faez Isa; Justice Jamal Khan Mandokhail
Justice Muhammad Ali Mazhar
Justice Ayesha A. Malik
Justice Athar Minallah
Justice Syed Hasan Azhar Rizvi
Justice Shahid Waheed
Justice Irfan Saadat Khan
Justice Naeem Akhtar Afghan
Civil Appeals No. ",3.0,"Justice Jamal Khan Mandokhail
Justice Muhammad Ali Mazhar
Justice Ayesha A. Malik
Justice Athar Minallah
Justice Syed Hasan Azhar Rizvi
Justice Shahid Waheed
Justice Irfan Saadat Khan
Justice Naeem Akhtar Afghan
Civil Appeals No.",Article 51; Article 106,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Justice Qazi Faez Isa, CJ Justice Syed Mansoor Ali Shah Justice Munib Akhtar Justice Yahya Afridi Justice Amin-ud-Din Khan Justice Jamal Khan Mandokhail Justice Muhammad Ali Mazhar Justice Ayesha A. Malik Justice Athar Minallah Justice Syed Hasan Azhar Rizvi Justice Shahid Waheed Justice Irfan Saadat Khan Justice Naeem Akhtar Afghan Civil Appeals No. 333 and 334 of 2024 AND Civil Misc. Application No.2920 of 2024 [Stay application]","2,7,8,23,51,66,104,106,1328,1612,1614,1615",set aside,Set Aside,2402.0,14870.0,2024.0,9.0,Unknown,"['2', '7', '8', '23', '51', '66', '104', '106', '1328', '1612', '1614', '1615']",
c.a._648_2022.pdf,Justice Athar Minallah,CIVIL APPEAL NO.648 OF 2022,Unknown,2022-06-05,2024-01-17,Aamir Afzal And,Akmal,Unknown,"Mr.Zulfiqar Abbas Naqvi, ASC",Unknown,"Justice Syed Mansoor Ali Shah
Mr.Justice Jamal Khan Mandokhail
Mr.Justice Athar Minallah
CIVIL APPEAL NO.",1.0,"Justice Syed Mansoor Ali Shah
Mr.Justice Jamal Khan Mandokhail
Mr.Justice Athar Minallah
CIVIL APPEAL NO.",Article 115,PLD 2003 SC 362; PLD 1970 SC 288; PLD 2005 SC 418; PLD 2008 SC 155; PLD 2001 SC 443; PLD 2001 SC 67; PLD 2006 SC 309; PLD 1983 SC 53; PLD 1977 SC 75,"THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr.Justice Syed Mansoor Ali Shah Mr.Justice Jamal Khan Mandokhail Mr.Justice Athar Minallah CIVIL APPEAL NO.648 OF 2022 AND CMA 5213 OF 2022 (Appeal against judgment and decree dated 06.05.2022 of the Lahore High Court, Lahore passed in Civil Revision No.224476 of 2018) Aamir Afzal and another … Appellants Versus S. Akmal (deceased) through LRs and two others … Respondents For the appellant: Mr. Uzair Karamat Bhandari, ASC For the respondents: Mr.Zulfiqar Abbas Naqvi, ASC Mr. Muhammad Ejaz Jamal, ASC Mr. Arshad Ali Ch., AOR. Date of hearing: 17.01.2024","4,115",set aside,Set Aside,2161.0,13234.0,2022.0,6.0,591.0,"['4', '115']",-591.0
c.a._799_2015.pdf,Justice Athar Minallah,CIVIL APPEAL NOS.799 TO 824 OF 2015,Unknown,2014-12-22,2024-01-18,Unknown,Ms K Sulemanji Esmailji,Unknown,"Mr. Farhat Nawaz Lodhi, ASC",Unknown,"Justice Syed Mansoor Ali Shah
Justice Jamal Khan Mandokhail
Justice Athar Minallah
CIVIL APPEAL NOS.",1.0,"Justice Syed Mansoor Ali Shah
Justice Jamal Khan Mandokhail
Justice Athar Minallah
CIVIL APPEAL NOS.",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Justice Syed Mansoor Ali Shah Justice Jamal Khan Mandokhail Justice Athar Minallah CIVIL APPEAL NOS.799 TO 824 OF 2015 (Against the judgment dated 22.12.2014 of the High Court of Sindh, Karachi passed in Special Customs Reference Applications No.8 to 33 of 2011) Additional Collector of Customs, Model Customs Collectorate of Appraisement (West), Customs House, Karachi … Appellant (in all cases) Versus M/s K. S. Sulemanji Esmailji and Sons Pvt. Ltd. Karachi … Respondent (in all cases) For the appellant: Raja Muhammad Iqbal, ASC a/w Ch. M.Javed, Chief (L), FBR Nayyar Shafiq, Chief (Tariff) For the respondent: Mr. Farhat Nawaz Lodhi, ASC","2,3,5,18,33,80,196,799,3920",unknown,Unknown,2305.0,15041.0,2014.0,12.0,3314.0,"['2', '3', '5', '18', '33', '80', '196', '799', '3920']",-3314.0
c.p._116_2020_16112023.pdf,Justice Athar Minallah,CIVIL PETITION NO.116 OF 2020,Unknown,2019-11-19,2023-11-16,Aminullah And,Syed Haji Muhammad Ayub And,"Mr. Kamran Murtaza, Sr.ASC",Unknown,Unknown,"Justice
Judge
Judge
Announced in open Court on ; Justice Qazi Faez Isa; Justice Amin; Justice Athar Minallah
CIVIL PETITION NO.",4.0,"Justice Athar Minallah
CIVIL PETITION NO.",Article 199; Article 199,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Justice Qazi Faez Isa, C.J. Justice Amin-ud-Din Khan Justice Athar Minallah CIVIL PETITION NO.116 OF 2020 (Against the judgment dated 19.11.2019 of the High Court of Baluchistan, Quetta passed in Constitution Petition No.317 of 2019) Aminullah and others …Petitioners Versus Syed Haji Muhammad Ayub and others …Respondents For the Petitioners: Mr. Kamran Murtaza, Sr.ASC Syed Rifaqat Hussain Shah, AOR For respondent No.1: Mr. Abdul Hadi Tareen, ASC Date of hearing: 16.11.2023 ORDER Athar Minallah, J. The petitioners are residents of Killi Huramzai, Tehsil Huramzai, District Pishin (‘the petitioners’). They have sought","1,6,107,145,151,199",unknown,Unknown,1909.0,11733.0,2019.0,11.0,1458.0,"['1', '6', '107', '145', '151', '199']",-1458.0
c.p._1345_l_2021.pdf,Justice Athar Minallah,CIVIL PETITION NO.1345-L OF 2021,Unknown,2021-12-01,2023-02-02,"Rto, Faisalabad",Ms Rose Food Industries Faisalabad Another,Unknown,Not represented,Unknown,"Justice Ayesha A. Malik
Mr. Justice Athar Minallah
CIVIL PETITION NO.; Justice Umar Ata Bandial; Justice
Judge
Judge
Islamabad the",3.0,"Justice
Judge
Judge
Islamabad the",Article 10,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Mr. Justice Umar Ata Bandial, HCJ Mrs. Justice Ayesha A. Malik Mr. Justice Athar Minallah CIVIL PETITION NO.1345-L OF 2021 (Against the order dated 12.01.2021 of the Lahore High Court, Lahore passed in STR No.142 of 2011) Commissioner Inland Revenue, Chenab Zone, RTO, Faisalabad …Petitioner(s) Versus M/s Rose Food Industries, Faisalabad & another …Respondent(s) For the petitioner(s): Mrs. Kausar Parveen, ASC M.Ozair Chughtai, AOR. Syed Hassan Sardar, Addl. Commissioner For the respondents: Not represented Date of hearing: 02.02.2023 ORDER Athar Minallah, J.- The Commissioner Inland Revenue, Chenab Zone, Regional Tax Office, Faisalabad (‘petitioner’) has","10,25,45,47",set aside,Set Aside,1439.0,9018.0,2021.0,12.0,428.0,"['10', '25', '45', '47']",-428.0
c.p._1354_2020.pdf,Justice Athar Minallah,CIVIL PETITION NO.1354,Unknown,2020-12-02,2023-12-10,Unknown,Khyber Medical University Thr,"Ms. Shirin Imran, ASC","Mr. Abdul Munim Khan, ASC",Unknown,"Justice Qazi Faez Isa; Justice Amin; Justice Athar Minallah
CIVIL PETITION NO.; Justice
Judge
Judge
Islamabad the
",4.0,"Justice
Judge
Judge
Islamabad the",Article 199,PLD 2013 SC 174,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Qazi Faez Isa, C.J. Mr. Justice Amin-ud-Din Khan Mr. Justice Athar Minallah CIVIL PETITION NO.1354, 355 &1447 OF 2020 (Against the judgment dated 12.02.2020 of the High Court of Peshawar respectively passed in Writ Petitions Nos.219-A of 2018, 258-A of 2019 & 1312-P of 2018) Sundas … (in CP-1354/20) Naila Khan … (in CP-1355/20) Mst. Reema Naz … (in CP-1447/20) Petitioners Versus Khyber Medical University thr. V.C. Peshawar & others … (in CPs-1354-1355/20) The V.C. Khyber Medical University, Peshawar and others … (in CP-1447/20) Respondents","1,4,33,199,219",unknown,Unknown,1510.0,9605.0,2020.0,12.0,1103.0,"['1', '4', '33', '199', '219']",-1103.0
c.p._148_l_2024.pdf,Justice Athar Minallah,CIVIL PETITION NO.148-L OF 2024,Unknown,2023-07-11,2024-04-07,Unknown,Sheraz Khan,"Mr. Baleeg-uz-Zaman, Addl.AG Punjab","Mr. Abdur Rehman Khan Laskani, ASC",Unknown,"JUSTICE ATHAR MINALLAH
CIVIL PETITION NO.; JUSTICE AMIN",2.0,JUSTICE AMIN,Article 24; Article 199,Unknown,"THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) BENCH MR. JUSTICE AMIN-UD-DIN KHAN MR. JUSTICE ATHAR MINALLAH CIVIL PETITION NO.148-L OF 2024 (Against order dated 07.11.2023 of the Lahore High Court, Multan Bench passed in Writ Petition No.3509 of 2022) Member, Board of Revenue, Punjab etc. … Petitioners Versus Sheraz Khan … Respondent For the petitioners: Mr. Baleeg-uz-Zaman, Addl.AG Punjab For the respondent: Mr. Abdur Rehman Khan Laskani, ASC Syed Rifaqat Hussain Shah, AOR. Date of hearing: 04.07.2024 ORDER Athar Minallah, J. The Member, Board of Revenue, Punjab and Additional Commissioner (Revenue), Multan Division, Government of Punjab (‘petitioners’) have sought leave against order dated 07.11.2023","10,24,199",unknown,Unknown,2048.0,12842.0,2023.0,7.0,271.0,"['10', '24', '199']",-271.0
c.p._1532_2022.pdf,Justice Athar Minallah,CIVIL PETITION NO.1532 OF 2022,Unknown,2022-04-27,2023-01-20,Dr Muhammad Saleem,Government Of Baluchistan And,"Mr. Kamran Murtaza, Sr.ASC",Unknown,Unknown,"Justice Ayesha A. Malik
Mr. Justice Athar Minallah
CIVIL PETITION NO.; Justice Umar Ata Bandial; Justice
Judge
Judge
Islamabad the",3.0,"Justice
Judge
Judge
Islamabad the",Unknown,Unknown,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Mr. Justice Umar Ata Bandial, HCJ Mrs. Justice Ayesha A. Malik Mr. Justice Athar Minallah CIVIL PETITION NO.1532 OF 2022 (Against the judgment dated 27.04.2022 of the Baluchistan Service Tribunal, Quetta passed in Service Appeal No.62 of 2022) Dr. Muhammad Saleem … Petitioner Versus Government of Baluchistan, and others … Respondent(s) For the petitioner: Mr. Kamran Murtaza, Sr.ASC For respondent No.1: Mr.M.Ayaz Swati, Addl.AG Baluchistan. For Respondent No.3: Ms. Gulzar Butt, ASC Date of hearing: 20.01.2023 ORDER Athar Minallah, J.- Dr. Muhammad Saleem (‘petitioner’) has sought leave against judgment, dated 27.4.2022, of",1,unknown,Unknown,750.0,4855.0,2022.0,4.0,268.0,['1'],-268.0
c.p._1692_l_2022.pdf,Justice Athar Minallah,CIVIL PETITION NO.1692-L OF 2022,Unknown,2022-05-24,2023-05-25,Unknown,Unknown,Unknown,Unknown,Unknown,"justice and if so required by the court to enable it to
adjudicate on the matter; Justice
Judge
Islamabad; JUSTICE ATHAR MINALLAH
CIVIL PETITION NO.; justice
would result therefrom.; JUSTICE UMAR ATA BANDIAL",5.0,JUSTICE UMAR ATA BANDIAL,Unknown,PLD 1986 SC 88; PLD 1989 SC 112; PLD 1983 SC 53,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) MR. JUSTICE UMAR ATA BANDIAL, HCJ MR. JUSTICE ATHAR MINALLAH CIVIL PETITION NO.1692-L OF 2022 (Against the order dated 24.05.2022 of the Lahore High Court, Lahore passed in Civil Revision No.107777 of 2017) Shamshad Bibi, etc. …Petitioner(s) Versus Riasat Ali, etc. …Respondent(s) For the petitioner(s): Malik Ejaz Hussain Gorche, ASC (via video-link, Lahore) For the respondent(s): Rana Maqsood ul Haq, ASC (via video-link, Lahore) Date of hearing: 25.05.2023 ORDER Athar Minallah, J.- Shamshad Bibi (“petitioner”) has sought leave against the order, dated 24.5.2022, whereby the High Court allowed the application under Order XLI Rule 27 of the Code of Civil","23,27,28,29,115",unknown,Unknown,1535.0,9343.0,2022.0,5.0,366.0,"['23', '27', '28', '29', '115']",-366.0
c.p._2347_2022.pdf,Justice Athar Minallah,Unknown,Unknown,2022-03-17,2022-11-24,Unknown,Unknown,Unknown,Unknown,Unknown,"JUSTICE AYESHA A. MALIK
MR. JUSTICE ATHAR MINALLAH
CIVIL PETITIONS NOS.; JUSTICE UMAR ATA BANDIAL; Justice
Judge
Judge
Islamabad the",3.0,"Justice
Judge
Judge
Islamabad the",Unknown,"PLD 1988 SC
155; PLD 1987 SC 172","IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: MR. JUSTICE UMAR ATA BANDIAL, HCJ MRS. JUSTICE AYESHA A. MALIK MR. JUSTICE ATHAR MINALLAH CIVIL PETITIONS NOS.2347 TO 2360 OF 2022 (Against the judgment dated 17.3.2022 of the Federal Service Tribunal, Islamabad passed in Appeals Nos.1111(R)CS/2017 to 1124(R)CS/2017) Federal Public Service Commission through its Chairman, Islamabad and another … Petitioners (in all cases) Versus Shiraz Manzoor and others … (in CP-2347/22) Zameer Hussain and others … (in CP-2348/22) Muhammad Rafique and others … (in CP-2349/22) Abrar Ahmed and others … (in CP-2350/22) Soomer Khan Hulio and others … (in CP-2351/22) Aamir Hayat and others … (in CP-2352/22) Syed Ismail Hussian Shah, etc. … (in CP-2353/22)","3,4,1111,2347",set aside,Set Aside,1734.0,10730.0,2022.0,3.0,252.0,"['3', '4', '1111', '2347']",-252.0
c.p._2673_2022.pdf,Justice Athar Minallah,CIVIL PETITION NO.2673 OF 2022,Unknown,2022-05-31,2023-06-04,Muhammad Yousaf,Huma Saeed And,Unknown,Unknown,Ms Farhana Qamar,"Justice Amin; Justice Athar Minallah
CIVIL PETITION NO.",2.0,"Justice Athar Minallah
CIVIL PETITION NO.",Article 199,PLD 2022 SC 686,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Mr. Justice Amin-ud-Din Khan Mr. Justice Athar Minallah CIVIL PETITION NO.2673 OF 2022 (Against the judgment dated 31.5.2022 of the Lahore High Court, Rawalpindi Bench passed in Writ Petition No.34/2017 Muhammad Yousaf …Petitioner(s) Versus Huma Saeed and others …Respondent(s) For the petitioner(s): Khawaja Muhammad Imtiaz, ASC. Mr. Anis Muhammad Shahzad, AOR For respondent No.1: Ms. Farhana Qamar, ASC Syed Rifaqat Hussian Shah, AOR Other respondents: Not represented. Date of hearing: 06.04.2023 ORDER Athar Minallah, J.- Muhammad Yousaf (‘petitioner’) and Huma Saeed (‘respondent’) had tied the knot on 05.5.2014. They","10,11,13,14,87,199",unknown,Unknown,2787.0,16453.0,2022.0,5.0,369.0,"['10', '11', '13', '14', '87', '199']",-369.0
c.p._268_2019.pdf,Justice Athar Minallah,Civil Petition No.268 of 2019 and 583 of 2021,Civil,2018-12-11,2023-06-12,Unknown,Secretary Balochistan Provincial,"Mr. Ahsan Rafiq Rana, ASC","Mr. M. Ayaz Swati, Addl. Advocate General,",Unknown,"Justice Qazi Faez Isa; Justice Amin; Justice Athar Minallah
Civil Petition No.; Justice
Judge
Judge
Islamabad the
",4.0,"Justice
Judge
Judge
Islamabad the",Article 199,PLD 2012 SC 132,"THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Present: Justice Qazi Faez Isa, C.J. Justice Amin-ud-Din Khan Justice Athar Minallah Civil Petition No.268 of 2019 and 583 of 2021 (Against the judgments dated 12.11.2018 the High Court of Balochistan Quetta, passed in CP No.121/2017 & dated 24.12.2020 of the Balochistan Service Tribunal, Quetta passed in Appeal No.322 of 2017) Farooq Ahmed … Petitioner (in both cases) Versus Secretary Balochistan Provincial Assembly, Quetta, etc. … (in CP-268/2019) Speaker Balochistan Provincial Assembly, Quetta, etc. … (in CP-583/2019) Respondents. For the petitioner: Mr. Ahsan Rafiq Rana, ASC Hafiz Hifz-ur-Rehman, ASC","1,2,4,6,8,18,199",unknown,Unknown,2439.0,15483.0,2018.0,12.0,1644.0,"['1', '2', '4', '6', '8', '18', '199']",-1644.0
c.p._308_p_2019.pdf,Justice Athar Minallah,Civil Petition No.308-P and 1388 of 2019,Civil,2019-03-04,2024-03-05,DrFaryal Maqsood And,Khurram Shehzad Durrani And,"Mr. Waseem ud Din Khattak, ASC; Barrister Umer Aslam, ASC",Unknown,Unknown,"Justice Syed Mansoor Ali Shah
Justice Jamal Khan Mandokhail
Justice Athar Minallah
Civil Petition No.",1.0,"Justice Syed Mansoor Ali Shah
Justice Jamal Khan Mandokhail
Justice Athar Minallah
Civil Petition No.",Article 199,PLD 1982 SC 82; PLD 2022 SC 686; PLD 1967 SC 97,"THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Bench: Justice Syed Mansoor Ali Shah Justice Jamal Khan Mandokhail Justice Athar Minallah Civil Petition No.308-P and 1388 of 2019 (Against judgment dated 03.4.2019 of the Peshawar High Court, Peshawar passed in Writ Petition No. 1341-P of 2016) CP 308-P/2019 Dr.Faryal Maqsood and another … Petitioner Versus Khurram Shehzad Durrani and others … Respondents For the petitioners: Mr. Waseem ud Din Khattak, ASC (Through Video link Peshawar) For respondent No.1: Barrister Umer Aslam, ASC Ch.Akhtar Ali, AOR. CP 1388/2019 Khurram Shehzad Durrani … Petitioner","1,2,3,4,5,6,7,10,13,199,500",set aside,Set Aside,4933.0,29171.0,2019.0,3.0,1828.0,"['1', '2', '3', '4', '5', '6', '7', '10', '13', '199', '500']",-1828.0
c.p._3210_l_2023.pdf,Justice Athar Minallah,Civil Petition No.3210-L of 2023,Civil,2023-09-28,2024-04-22,Unknown,Syed Raza Haider And,Unknown,"Mr. Navid Ashiq Alvi, ASC (in both cases)",Unknown,"Justice Athar Minallah
Ms. Justice Musarrat Hilali
Mr. Justice Irfan Saadat Khan
Civil Petition No.",1.0,"Justice Athar Minallah
Ms. Justice Musarrat Hilali
Mr. Justice Irfan Saadat Khan
Civil Petition No.",Article 185,PLD 2011 SC 296; PLD 2006 SC 777,"THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Bench: Mr. Justice Athar Minallah Ms. Justice Musarrat Hilali Mr. Justice Irfan Saadat Khan Civil Petition No.3210-L of 2023 and Civil Petition No.5181 of 2023 (Against judgment dated 28.09.2023 of the Lahore High Court, Lahore passed in R.S.As. No.68/2017 and 92/2017) Faqir Syed Anwar ud Din decd. thr. LRs (in CP-3210-L/2023) Muhammad Azeem Sheikh (in CP-5181/2023) … Petitioners Versus Syed Raza Haider and others … Respondents (in both cases) For the petitioner(s): Hafiz Muhammad Yousuf, ASC (In CP-3210-L/2023) Raja Imran Aziz, ASC","1,3,4,27,100,185",unknown,Unknown,1749.0,10515.0,2023.0,9.0,207.0,"['1', '3', '4', '27', '100', '185']",-207.0
c.p._3801_2022.pdf,Justice Athar Minallah,CIVIL PETITION NO.3801 OF 2022,Unknown,2022-09-21,2023-06-03,Shaista Habib,Muhammad Arif Habib And,Unknown,Unknown,Unknown,"Justice Amin; Justice Athar Minallah
CIVIL PETITION NO.; Justice of the Peace",3.0,Justice of the Peace,Article 37; Article 35; Article 7; Article 199; Article 29,PLD 2006 SC 533,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Mr. Justice Amin-ud-Din Khan Mr. Justice Athar Minallah CIVIL PETITION NO.3801 OF 2022 (Against the order dated 21.09.2022 of the Lahore High Court, Rawalpindi Bench passed in Writ Petition No.2582 of 2022) Shaista Habib … Petitioner Versus Muhammad Arif Habib and others …Respondent(s) Petitioner: In person a/w Ibrahim (minor) For respondent No.1: Raja Muhammad Sattar, ASC a/w respondent No.1 Date of hearing: 06.03.2023 JUDGMENT Athar Minallah, J.- The High Court has dismissed the petition of Shaista Habib (“petitioner”), who had invoked the jurisdiction vested under Article 199 of the Constitution of the Islamic Republic of Pakistan, 1973 (“Constitution”). She had challenged the orders of two","1,2,4,6,7,17,25,29,35,37,199",unknown,Unknown,3360.0,20154.0,2022.0,9.0,255.0,"['1', '2', '4', '6', '7', '17', '25', '29', '35', '37', '199']",-255.0
c.p._388_p_2016.pdf,Justice Athar Minallah,Unknown,Unknown,2016-04-20,2023-10-05,Unknown,Unknown,Unknown,Unknown,Unknown,"Justice Umar Ata Bandial; Justice of the concerned High Court. The Special Appellate Court; Justice Ayesha A. Malik
Mr. Justice Athar Minallah
Civil Petition Nos.; Justice
Judge
Judge
Islamabad; Justice of Pakistan Iftikhar Muhammad Chaudhry v. President of Pakistan and
others ; Justice and so many other
Judges as may be determined by law",6.0,"Justice and so many other
Judges as may be determined by law",Article 192; Article 175; Article 199,PLD 2010 SC 61; PLD 1988 SC 161; PLD 1966 SC 1,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT Mr. Justice Umar Ata Bandial, HCJ. Mrs. Justice Ayesha A. Malik Mr. Justice Athar Minallah Civil Petition Nos.388-P, 389-P, 395-P, 396-P, 397-P & 399-P of 2016 (Against the judgment dated 20.04.2016 of the Peshawar High Court, Peshawar passed in WPs Nos.4323-P/15, 4324-P/15, 2655-P/15, 2656- P/15, 2658-P/15 & 2657-P of 2015) The State thr. Director A.N.F. Peshawar … (in CP-388-P/16) The State thr. Director A.N.F. Peshawar … (in CP-389-P/16) Force Commander ANF, Peshawar … (in CP-395-P/16) Federal Govt./State through ANF, Peshawar … (in CP-396-P/16 & CP-397-P/16) The State thr. Director A.N.F. Peshawar … (in CP-399-P/16) Petitioners Versus","2,3,31,43,44,46,175,192,199,388,4323",unknown,Unknown,1155.0,7013.0,2016.0,4.0,2724.0,"['2', '3', '31', '43', '44', '46', '175', '192', '199', '388', '4323']",-2724.0
c.p._4424_2021.pdf,Justice Athar Minallah,Civil Appeal No.99-P/2010 was disposed of by this Court vide order,Civil,2021-03-06,2023-08-17,Muhammad Suleman,Chief Secretary Govt Of Khyber,Unknown,Unknown,Unknown,"Justice Sayyed Mazahar Ali Akbar Naqvi
Mr. Justice Athar Minallah
Civil Petition No.",1.0,"Justice Sayyed Mazahar Ali Akbar Naqvi
Mr. Justice Athar Minallah
Civil Petition No.",Article 199,PLD 2004 SC 313; PLD 2012 SC 132,"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) Mr. Justice Sayyed Mazahar Ali Akbar Naqvi Mr. Justice Athar Minallah Civil Petition No.4424 of 2021 (Against the judgment dated 03.06.2021 of the Peshawar High Court, Peshawar passed in Writ Petition No.962-P of 2020) Muhammad Suleman …Petitioner(s) Versus Chief Secretary, Govt. of Khyber Pakhtunkhwa, Civil Secretariat, Peshawar and others …Respondent(s) For the petitioner(s): Mr. Muhammad Umair Baloch, ASC For the respondent(s): Not represented. Date of hearing: 17.08.2023 ORDER Athar Minallah, J.- Muhammad Suleman son of Abdul Rahim has sought leave against judgment dated 03.06.2021 of the Peshawar High Court whereby his constitutional petition was dismissed.","3,199,5000",unknown,Unknown,797.0,5072.0,2021.0,3.0,894.0,"['3', '199', '5000']",-894.0
